"Metric","L","StrAdd","Add","StrMulti","Cox"
"C",5,0.545411695322362,0.535012520672025,0.512582773692759,0.572519019677219
"C",3,0.554873897006663,0.556541411463024,0.507242726232477,0.576089025555384
"C",1,0.568310763421389,0.588908584210245,0.501823911946999,0.579804106782954
"B",5,2.0572292132305,2.44090001453182,2.71989320885885,2.17511682578293
"B",3,0.662140792474414,0.730254236605909,0.896384117398596,0.662874819667269
"B",1,0.0483272325854808,0.0493048528070689,0.0715581309221027,0.047019574673702
